"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Geotrigona","Geotrigona mombuca","","Geotrigona mombuca","(Smith, 1863)","Abelha, Guira, Guiruçu, Iruçu-mineiro, Mombuca, Papa-terra","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Geotrigona mombuca ocorre no Paraguai, Argentina e Brasil, sendo registrada em áreas de cerrado nos estados da Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, São Paulo, Pará, Piauí e Tocantins. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, G. mombuca foi categorizada como Menos Preocupante (LC).","Não","Não","Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Piauí, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica","Sub-bacia Araguaia Sub-bacia Grande Sub-bacia Itapecuru-Paraguaçu Sub-bacia Paranaíba Sub-bacia Paraná RH1 Sub-bacia Parnaíba Alto Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo Sub-bacia Xingu","APA Cavernas do Peruaçu, APA Planalto Central, ESEC Serra Geral do Tocantins, PARNA das Emas","ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS, ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL SERRA DO ROLA MOÇA, PARQUE ESTADUAL VEREDAS DO PERUAÇU","RPPN Estância Santa Inês, RPPN Fazenda Capão Bonito","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Outra","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Partamona","Partamona chapadicola","","Partamona chapadicola","Pedro & Camargo, 2003","Abelha, boca-de-barro","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Partamona chapadicola é endêmica do Brasil, onde ocorre nos estados do Maranhão, Pará, Pernambuco, Piauí e Tocantins. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. chapadicola foi categorizada como Menos Preocupante (LC).","Sim","Não","Maranhão, Pará, Pernambuco, Piauí, Tocantins","|Nordeste|Norte|","Amazônia, Caatinga, Cerrado","Sub-bacia Araguaia Sub-bacia Gurupi Sub-bacia Itapecuru Sub-bacia Mearim Sub-bacia Parnaíba Alto Sub-bacia Parnaíba Médio Sub-bacia São Francisco Submédio Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo Sub-bacia Xingu","","ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS","RPPN Amoreira, RPPN Fazenda Boa Esperança","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Trigona","Trigona albipennis","","Trigona albipennis","Almeida, 1995","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Trigona albipennis é amplamente distribuída na Amazônia, ocorrendo na Bolívia, Colômbia, Peru e Brasil, sendo registrada nos estados do Acre, Amazonas, Bahia, Ceará, Goiás, Maranhão, Minas Gerais, Mato Grosso, Pará, Piauí, Rondônia, Roraima, São Paulo e Tocantins. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, T. albipennis foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Bahia, Ceará, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Piauí, Rondônia, Roraima, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica","Sub-bacia Araguaia Sub-bacia Grande Sub-bacia Itapecuru Sub-bacia Litoral CE PI Sub-bacia Madeira Sub-bacia Mearim Sub-bacia Negro Sub-bacia Parnaíba Alto Sub-bacia Parnaíba Médio Sub-bacia São Francisco Médio Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo Sub-bacia Xingu","APA Cavernas do Peruaçu, FLONA Carajás, PARNA do Viruá, RESEX Baixo Juruá, RESEX Lago do Cuniã, RESEX Médio Juruá","ÁREA DE PROTEçãO AMBIENTAL DA FOZ DO RIO DAS PREGUIçAS - PEQUENOS LENçóIS - REGIãO LAGUNAR ADJACENTE, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS","RPPN Fazenda Boa Esperança, RPPN Fazenda Pantanal, RPPN Fazenda Pé de Serra, RPPN Laço de Amor, RPPN Santa Maria de Tapuã","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Paratrigona","Paratrigona nuda","","Paratrigona nuda","(Schwarz, 1943)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Paratrigona nuda ocorre na Bolívia, Peru e Brasil, onde tem registro no estado do Acre. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. nuda foi categorizada como Menos Preocupante (LC).","Não","Não","Acre","|Norte|","Amazônia","","","","","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Lestrimelitta","Lestrimelitta glabrata","","Lestrimelitta glabrata","Camargo & Moure, 1989","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Lestrimelitta glabrata ocorre na região neotropical, geralmente próxima a Amazônia, da Guiana, Peru e Brasil, sendo registrada nos estados do Acre, Amazonas, Mato Grosso e Roraima. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, L. glabrata foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Mato Grosso, Roraima","|Centro-Oeste|Norte|","Amazônia, Cerrado","Sub-bacia Madeira Sub-bacia Negro","PARNA do Viruá","","RPPN Laço de Amor","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Partamona","Partamona mulata","","Partamona mulata","Moure in Camargo, 1980","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Partamona mulata ocorre na Bolívia e Brasil, onde ocorre nos estados do Mato Grosso e Mato Grosso do Sul. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. mulata foi categorizada como Menos Preocupante (LC).","Não","Não","Mato Grosso, Mato Grosso do Sul","|Centro-Oeste|","Cerrado, Mata Atlântica, Pantanal","Sub-bacia Paraná RH1","","","RPPN Estância Santa Inês, RPPN Fazenda Estância Dorochê, RPPN Jubran","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Partamona","Partamona sooretamae","","Partamona sooretamae","Pedro & Camargo, 2003","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Partamona sooretamae é endêmica do Brasil, com registros nos estados do Espírito Santo e Bahia. A espécie ocorre em área protegida e, apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. sooretamae foi categorizada como Menos Preocupante (LC).","Sim","Não","Bahia, Espírito Santo","|Nordeste|Sudeste|","Mata Atlântica, Sistema Costeiro-Marinho","Sub-bacia Doce Sub-bacia Itapecuru-Paraguaçu","","ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA","RPPN Fazenda Sayonara","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Partamona","Partamona batesi","","Partamona batesi","Pedro & Camargo, 2003","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Partamona batesi é endêmica do Brasil, onde ocorre nos estados do Acre, Amazonas e Rondônia. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. batesi foi categorizada como Menos Preocupante (LC).","Sim","Não","Acre, Amazonas, Rondônia","|Norte|","Amazônia","","RESEX Baixo Juruá, RESEX Médio Juruá","FLORESTA ESTADUAL DE TAPAUÁ, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ","","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Tetragona","Tetragona dorsalis","","Tetragona dorsalis","(Smith, 1854)","Abelha, Borá-bico-de-vidro, Tôtn-my, Tôtn-my're","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Tetragona dorsalis ocorre na Colômbia e Brasil, com registro nos estados do Amazonas, Amapá, Goiás, Maranhão, Pará, Rondônia, Roraima e Tocantins. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, T. dorsalis foi categorizada como Menos Preocupante (LC).","Não","Não","Amapá, Amazonas, Goiás, Maranhão, Pará, Rondônia, Roraima, Tocantins","|Centro-Oeste|Nordeste|Norte|","Amazônia, Cerrado","Sub-bacia Amapá Litoral Sub-bacia Araguaia Sub-bacia Gurupi Sub-bacia Itapecuru Sub-bacia Madeira Sub-bacia Negro Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo","ESEC Juami-Japurá, FLONA Carajás, PARNA Montanhas do Tumucumaque","ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES","RPPN Laço de Amor","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eulaema","Eulaema felipei","","","Nemésio, 2010","Abelha das orquídeas","Invertebrados Terrestres","07/2021","Criticamente em Perigo","Não","B1ab(iii)","Eulaema felipei é endêmica do Brasil, com distribuição restrita aos Brejos de Altitude do estado de Alagoas, tendo sido registrada apenas na Estação ecológica de Murici, apesar dos intensos esforços de coleta pela região e em outros ambientes similares. Sua extensão de ocorrência (EOO) é estimada em 61km2. Apesar de registrada em uma unidade de conservação, o entorno da ESEC Murici é afetado por substituição de ambientes naturais por pastagens e áreas de monocultura. O interior da unidade de conservação é afetado, principalmente, pela presença de gado, corte ilegal de madeira e fogo, portanto, apresenta apenas 1 localização. Essas atividades causam também declínio continuado da qualidade do habitat remanescente. Por essas razões, E. felipei foi categorizada como Criticamente em Perigo (CR), pelo critério B1ab(iii).","Sim","Não","Alagoas","|Nordeste|","Mata Atlântica","Sub-bacia Litoral AL PE PB","ESEC de Murici","ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melipona","Melipona scutellaris","","Melipona scutellaris","Latreille, 1811","abelha-sem-ferrão, uruçu, Uruçu, uruçu-nordestina, uruçu-verdadeira","Invertebrados Terrestres","07/2021","Quase Ameaçada","","B2ab(i,ii,iii)","Melipona scutellaris é endêmica da Mata Atlântica do nordeste brasileiro, registrada nos estados Alagoas, Bahia, Paraíba, Pernambuco, Sergipe e, historicamente, no Rio Grande do Norte e Ceará. É uma das espécies nativas de maior produção melífera e, por isso, sofreu intensa exploração com retirada de colônias da natureza e, atualmente, apesar de sua ampla distribuição, ninhos naturais foram encontrados em apenas dois desses estados brasileiros. Além disso, há intensa conversão de áreas naturais remanescentes em áreas agrícolas. Por essas razões, o registro de ninhos naturais tem sido extremamente raro. Dessa forma, estima-se um declínio populacional de cerca de 30% nos últimos dez anos, aproximando-se de Vulnerável (VU), baseado em riscos reais de exploração e declínio na área de ocupação, extensão de ocorrência e na qualidade do habitat (A2cd). Portanto, Melipona scutellaris foi categorizada como Quase Ameaçada (NT).","Sim","Sim","Bahia, Paraíba","|Nordeste|","Caatinga, Mata Atlântica","Sub-bacia Itapecuru-Paraguaçu Sub-bacia Litoral AL PE PB","","","","Desconhecido","Declinando","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","Empreendimentos \"sustentáveis\", Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melipona","Melipona fuscopilosa","","Melipona fuscopilosa","Moure & Kerr, 1950","Abelha, kuru-bunáki","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Melipona fuscopilosa é amplamente distribuída na Amazônia, ocorrendo na Venezuela, Colômbia, Peru e Brasil, onde ocorre nos estados do Pará, Acre, Amazonas e Mato Grosso. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, M. fuscopilosa foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Mato Grosso, Pará","|Centro-Oeste|Norte|","Amazônia","Sub-bacia Negro","PARNA Juruena, RESEX Alto Juruá, RESEX Tapajós-Arapiuns","","","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Plebeia","Plebeia emerina","","Plebeia emerina","(Friese, 1900)","Abelha, Emerina, Tujuvinha-mirim","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Plebeia emerina ocorre no Paraguai e no Brasil, onde possui registros nos estados do Paraná, Rio Grande do Sul, Santa Catarina e São Paulo. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. emerina foi categorizada como Menos Preocupante (LC).","Não","Não","Paraná, Rio Grande do Sul, Santa Catarina, São Paulo","|Sudeste|Sul|","Cerrado, Mata Atlântica, Pampa","Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Litoral RJ SP Sub-bacia Litoral SP PR SC Sub-bacia Paraná RH1 Sub-bacia Tietê Sub-bacia Uruguai Alto","PARNA da Serra do Itajaí","PARQUE ESTADUAL FRITZ PLAUMANN","RPPN Caetezal, RPPN Morro das Aranhas, RPPN Parque Ecológico ARTEX, RPPN Rancho Mira-Serra, RPPN Reserva Particular Professor Delmar Harry dos Reis, RPPN Sítio Curucutu","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Arhysosage","Arhysosage flava","","","Moure, 1958","Abelha, Abelha do cacto","Invertebrados Terrestres","07/2021","Vulnerável","","B1ab(iii)","Arhysosage flava é uma espécie endêmica do Chaco na porção sul da América do Sul, com ocorrência na Argentina, Bolívia, Paraguai e Brasil, onde foi registrada apenas em Porto Murtinho, estado do Mato Grosso do Sul. A área original total desta formação, no Brasil, é estimada em aproximadamente 12 mil km² e esta foi considerada equivalente à sua extensão de ocorrência (EOO). Essa região sofre intensa transformação com avanço contínuo da agropecuária, cana de açúcar e outras monoculturas. Essas atividades, além de promoverem a redução e fragmentação do habitat original, também promovem declínio continuado da qualidade do habitat devido ao uso intenso de agrotóxicos, pesticidas e uso descontrolado do fogo. A transformação da paisagem associada ao uso do fogo foi considerada a principal ameaça à espécie e, portanto, apenas 1 localização. Não há unidades de conservação na área de sua ocorrência. Por essas razões, Arhysosage flava foi categorizada como Vulnerável (VU), pelo critério B1ab(iii).","Não","Não","Mato Grosso do Sul","|Centro-Oeste|","Pantanal","","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melipona","Melipona quadrifasciata","","Melipona quadrifasciata","Lepeletier, 1836","Abelha, amanassaia, manassaia, mandaçaia, mandasái, mandassaia, tumbihkihrasá","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Melipona quadrifasciata ocorre na Argentina, Paraguai e Brasil, onde ocorre nos estados do Alagoas, Bahia, Espírito Santo, Goiás, Minas Gerais, Mato Grosso do Sul, Paraíba, Pernambuco, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, Sergipe e São Paulo. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, M. quadrifasciata foi categorizada como Menos Preocupante (LC).","Não","Não","Alagoas, Bahia, Espírito Santo, Goiás, Mato Grosso do Sul, Minas Gerais, Paraíba, Paraná, Pernambuco, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe","|Centro-Oeste|Nordeste|Sudeste|Sul|","Caatinga, Cerrado, Mata Atlântica, Pampa","Sub-bacia Doce Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Itapecuru-Paraguaçu Sub-bacia Litoral RJ Sub-bacia Litoral RJ SP Sub-bacia Litoral SE Sub-bacia Litoral SP Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia São Francisco Alto Sub-bacia São Francisco Baixo Sub-bacia São Francisco Médio Sub-bacia São Francisco Submédio Sub-bacia Tietê Sub-bacia Uruguai Alto","APA Petrópolis, APA Serra da Mantiqueira, ARIE Cerrado Pé-de-Gigante, PARNA da Serra da Canastra, PARNA da Serra do Gandarela, PARNA da Serra do Itajaí, PARNA da Tijuca, PARNA do Caparaó","APA CAMPOS DO JORDÃO, APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA JUNDIAí, APA PIRACICABA JUQUERí-MIRIM AREA II, ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS, ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA JATAÍ, FLORESTA ESTADUAL DO UAIMII, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DE VASSUNUNGA, PARQUE ESTADUAL DO LIMOEIRO, PARQUE ESTADUAL MATA SECA, PARQUE ESTADUAL SERRA DO PAPAGAIO","RPPN Fazenda Limeira, RPPN Fazenda Suspiro, RPPN Parque Ecológico ARTEX, RPPN Rancho Mira-Serra, RPPN Reserva Particular Professor Delmar Harry dos Reis, RPPN Sítio Curucutu","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Scaptotrigona","Scaptotrigona xanthotricha","","Scaptotrigona xanthotricha","Moure, 1950","Abelha, Abelha-fedente, Mandagoari, Mandaguari-amarelo, Trompeta, Tujumirim","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Scaptotrigona xanthotricha é endêmica do Brasil, onde ocorre nos estados da Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina e São Paulo. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, S. xanthotricha foi categorizada como Menos Preocupante (LC).","Sim","Não","Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo","|Nordeste|Sudeste|Sul|","Cerrado, Mata Atlântica, Sistema Costeiro-Marinho","Sub-bacia Doce Sub-bacia Grande Sub-bacia Itapecuru-Paraguaçu Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia São Francisco Alto Sub-bacia Tietê","APA Bacia do Rio Paraíba do Sul, APA Carste da Lagoa Santa, APA do Morro da Pedreira, PARNA da Serra do Cipó, PARNA da Serra do Itajaí, PARNA Saint-Hilaire/Lange, REBIO de Sooretama","APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, FLORESTA ESTADUAL DO UAIMII, PARQUE ESTADUAL DO LIMOEIRO, PARQUE ESTADUAL DO RIO DOCE","RPPN Morro do Curussu Mirim, RPPN Sítio Curucutu","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Scaura","Scaura atlantica","","Scaura atlantica","Melo, 2004","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Scaura atlantica é endêmica do Brasil, onde ocorre nos estados da Bahia, Espírito Santo e Minas Gerais. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, S. atlantica foi categorizada como Menos Preocupante (LC).","Sim","Não","Bahia, Espírito Santo, Minas Gerais","|Nordeste|Sudeste|","Caatinga, Cerrado, Mata Atlântica, Sistema Costeiro-Marinho","Sub-bacia Itapecuru-Paraguaçu Sub-bacia São Francisco Alto","","ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA","RPN Salto Apepique","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melipona","Melipona favosa","","Melipona favosa","(Fabricius, 1798)","Abelha, erica, rabipintada","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Melipona favosa ocorre na Colômbia, Guianas, Suriname, Venezuela, Trindade e Tobago e Brasil, onde é registrada apenas em Roraima. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, M. favosa foi categorizada como Menos Preocupante (LC).","Não","Não","Roraima","|Norte|","Amazônia","Sub-bacia Negro","","","","Desconhecido","Desconhecida","","","","","","",""
